order_id,customer_id,store_id,order_date,status,payment_method
902637,1283,22,2025-07-29,Cancelled,Tunai
902638,1023,10,2025-06-04,Completed,Kartu Debit
902639,1393,23,2025-01-14,Completed,Tunai
902640,1439,14,2025-07-01,Completed,QRIS
902641,1206,20,2025-07-11,Completed,Kartu Debit
902642,1225,11,2025-09-14,Completed,Kartu Kredit
902643,1329,14,2025-11-09,Completed,Tunai
902644,1471,24,2025-12-26,Completed,Tunai
902645,1022,19,2025-05-16,Completed,QRIS
902646,1268,18,2025-06-28,Completed,E-Wallet
902647,1017,20,2025-04-28,Completed,Kartu Kredit
902648,1342,21,2025-03-09,Cancelled,E-Wallet
902649,1404,12,2025-04-24,Completed,Kartu Debit
902650,1452,19,2025-12-27,Completed,QRIS
902651,1063,16,2025-05-21,Completed,Tunai
902652,1414,16,2025-01-22,Pending,QRIS
902653,1006,19,2025-12-15,Cancelled,Kartu Debit
902654,1021,17,2025-05-13,Completed,Tunai
902655,1441,20,2025-08-15,Completed,E-Wallet
902656,1450,19,2025-06-26,Completed,QRIS
902657,1269,20,2025-07-25,Completed,Kartu Kredit
902658,1312,22,2025-08-17,Completed,QRIS
902659,1394,21,2025-10-04,Completed,Kartu Kredit
902660,1268,12,2025-05-19,Completed,Tunai
902661,1081,11,2025-07-06,Completed,E-Wallet
902662,1104,15,2025-03-19,Completed,Kartu Kredit
902663,1429,18,2025-11-14,Completed,Tunai
902664,1460,13,2025-06-19,Completed,QRIS
902665,1314,23,2025-11-16,Completed,Kartu Debit
902666,1310,11,2025-03-17,Pending,Kartu Debit
902667,1144,23,2025-01-16,Pending,Kartu Kredit
902668,1077,11,2025-02-28,Completed,Tunai
902669,1462,21,2025-09-22,Completed,Tunai
902670,1412,20,2025-10-18,Completed,E-Wallet
902671,1348,15,2025-07-05,Pending,Kartu Kredit
902672,1388,17,2025-11-17,Completed,Kartu Debit
902673,1497,18,2025-12-14,Pending,E-Wallet
902674,1243,16,2025-07-14,Completed,QRIS
902675,1351,23,2025-04-21,Cancelled,Kartu Kredit
902676,1489,14,2025-04-23,Completed,QRIS
902677,1473,14,2025-07-02,Completed,Tunai
902678,1186,13,2025-04-27,Completed,Kartu Debit
902679,1308,17,2025-07-06,Cancelled,Tunai
902680,1478,17,2025-09-20,Completed,QRIS
902681,1112,17,2025-08-12,Completed,Tunai
902682,1108,13,2025-03-02,Completed,E-Wallet
902683,1451,17,2025-01-08,Completed,Kartu Kredit
902684,1269,13,2025-07-22,Pending,Kartu Kredit
902685,1441,22,2025-06-30,Completed,QRIS
902686,1368,12,2025-03-24,Pending,E-Wallet
902687,1331,18,2025-03-07,Completed,Tunai
902688,1285,22,2025-05-14,Completed,E-Wallet
902689,1430,16,2025-10-19,Completed,QRIS
902690,1175,18,2025-05-22,Pending,Tunai
902691,1441,22,2025-08-10,Completed,QRIS
902692,1240,18,2025-12-16,Completed,Kartu Kredit
902693,1481,13,2025-07-12,Completed,Tunai
902694,1174,19,2025-06-29,Completed,Tunai
902695,1107,22,2025-07-29,Completed,Kartu Kredit
902696,1291,13,2025-07-04,Pending,Kartu Kredit
902697,1132,19,2025-02-07,Pending,Kartu Debit
902698,1410,14,2025-04-02,Completed,Kartu Kredit
902699,1059,15,2025-01-15,Completed,QRIS
902700,1172,14,2025-09-27,Completed,Kartu Debit
902701,1300,19,2025-01-07,Completed,QRIS
902702,1464,17,2025-04-25,Pending,QRIS
902703,1411,12,2025-04-10,Completed,E-Wallet
902704,1318,17,2025-02-23,Cancelled,Kartu Debit
902705,1172,14,2025-12-14,Pending,QRIS
902706,1283,21,2025-10-02,Cancelled,Tunai
902707,1419,24,2025-10-30,Completed,E-Wallet
902708,1196,13,2025-03-18,Completed,Kartu Kredit
902709,1317,14,2025-10-26,Cancelled,Kartu Debit
902710,1368,20,2025-03-08,Completed,QRIS
902711,1383,18,2025-11-09,Completed,Kartu Debit
902712,1413,23,2025-06-28,Completed,Tunai
902713,1192,13,2025-09-30,Completed,E-Wallet
902714,1416,22,2025-01-15,Completed,E-Wallet
902715,1016,15,2025-02-22,Completed,E-Wallet
902716,1332,16,2025-05-17,Cancelled,Kartu Kredit
902717,1305,12,2025-01-28,Cancelled,Tunai
902718,1274,11,2025-12-16,Pending,Kartu Debit
902719,1135,19,2025-08-25,Completed,Tunai
902720,1362,17,2025-09-28,Pending,E-Wallet
902721,1390,17,2025-01-15,Cancelled,Kartu Kredit
902722,1049,23,2025-04-22,Pending,QRIS
902723,1267,14,2025-12-11,Completed,E-Wallet
902724,1259,22,2025-01-06,Completed,Tunai
902725,1386,16,2025-11-25,Completed,QRIS
902726,1254,10,2025-08-21,Pending,E-Wallet
902727,1169,20,2025-05-26,Cancelled,QRIS
902728,1444,17,2025-10-11,Pending,E-Wallet
902729,1137,24,2025-01-22,Pending,Tunai
902730,1080,16,2025-11-14,Pending,QRIS
902731,1427,24,2025-11-29,Completed,E-Wallet
902732,1016,17,2025-11-02,Cancelled,Tunai
902733,1407,23,2025-01-31,Completed,Kartu Kredit
902734,1111,11,2025-10-13,Completed,QRIS
902735,1341,18,2025-03-13,Cancelled,QRIS
902736,1178,14,2025-09-29,Completed,Kartu Kredit
902737,1454,13,2025-10-28,Pending,E-Wallet
902738,1044,18,2025-03-22,Completed,E-Wallet
902739,1301,15,2025-02-20,Pending,Kartu Debit
902740,1271,22,2025-09-27,Cancelled,QRIS
902741,1437,23,2025-11-14,Completed,Kartu Debit
902742,1263,18,2025-05-25,Pending,QRIS
902743,1122,24,2025-06-20,Completed,Kartu Kredit
902744,1260,22,2025-12-31,Completed,E-Wallet
902745,1190,14,2025-12-29,Completed,E-Wallet
902746,1416,13,2025-09-05,Pending,Kartu Kredit
902747,1136,24,2025-02-24,Completed,Kartu Kredit
902748,1251,11,2025-03-20,Completed,Kartu Debit
902749,1467,22,2025-03-20,Completed,E-Wallet
902750,1465,24,2025-11-23,Completed,QRIS
902751,1455,23,2025-07-06,Completed,E-Wallet
902752,1340,13,2025-04-15,Completed,Kartu Kredit
902753,1389,21,2025-01-27,Completed,E-Wallet
902754,1169,20,2025-08-30,Pending,Kartu Debit
902755,1201,18,2025-07-16,Completed,Tunai
902756,1490,24,2025-09-23,Pending,Tunai
902757,1041,11,2025-02-25,Completed,E-Wallet
902758,1098,20,2025-12-14,Cancelled,E-Wallet
902759,1002,20,2025-12-09,Completed,Tunai
902760,1222,16,2025-05-08,Cancelled,Kartu Debit
902761,1096,14,2025-04-06,Cancelled,Kartu Kredit
902762,1393,20,2025-03-27,Completed,Tunai
902763,1291,12,2025-06-09,Completed,Tunai
902764,1415,15,2025-06-19,Completed,Kartu Kredit
902765,1434,18,2025-10-17,Completed,Kartu Debit
902766,1396,20,2025-11-19,Cancelled,E-Wallet
902767,1362,18,2025-05-19,Completed,Kartu Kredit
902768,1471,14,2025-12-28,Pending,Kartu Debit
902769,1231,20,2025-07-24,Cancelled,Kartu Debit
902770,1246,20,2025-08-06,Completed,Kartu Debit
902771,1091,10,2025-02-01,Completed,E-Wallet
902772,1129,17,2025-02-21,Completed,E-Wallet
902773,1295,11,2025-10-20,Pending,Kartu Debit
902774,1322,11,2025-05-01,Completed,Kartu Debit
902775,1105,12,2025-09-08,Cancelled,Tunai
902776,1105,18,2025-02-19,Completed,Kartu Kredit
902777,1316,11,2025-09-09,Completed,QRIS
902778,1471,14,2025-10-25,Completed,Kartu Debit
902779,1258,23,2025-04-10,Completed,Kartu Debit
902780,1460,21,2025-07-07,Completed,E-Wallet
902781,1385,12,2025-03-13,Completed,Kartu Kredit
902782,1065,17,2025-05-25,Completed,QRIS
902783,1206,11,2025-07-31,Completed,Kartu Debit
902784,1243,21,2025-01-30,Completed,Kartu Kredit
902785,1219,19,2025-01-02,Completed,Kartu Kredit
902786,1043,21,2025-09-25,Completed,Kartu Kredit
902787,1471,13,2025-01-09,Cancelled,Kartu Debit
902788,1419,10,2025-08-15,Pending,Kartu Debit
902789,1139,12,2025-07-22,Cancelled,Kartu Debit
902790,1036,23,2025-12-01,Completed,Kartu Debit
902791,1187,21,2025-05-07,Completed,Kartu Kredit
902792,1359,14,2025-04-10,Completed,QRIS
902793,1062,16,2025-05-15,Completed,Kartu Kredit
902794,1359,23,2025-11-15,Completed,Tunai
902795,1230,20,2025-10-04,Completed,Kartu Kredit
902796,1360,11,2025-01-30,Cancelled,Kartu Debit
902797,1334,11,2025-09-07,Pending,E-Wallet
902798,1323,14,2025-07-01,Completed,Kartu Debit
902799,1451,20,2025-06-14,Completed,E-Wallet
902800,1390,12,2025-11-20,Cancelled,Kartu Kredit
902801,1441,23,2025-01-11,Cancelled,QRIS
902802,1002,19,2025-11-29,Completed,Tunai
902803,1256,21,2025-07-27,Cancelled,E-Wallet
902804,1069,21,2025-07-17,Pending,E-Wallet
902805,1332,20,2025-11-04,Completed,Kartu Debit
902806,1304,23,2025-03-27,Completed,QRIS
902807,1479,21,2025-12-06,Completed,Kartu Debit
902808,1186,18,2025-03-03,Pending,E-Wallet
902809,1261,17,2025-05-25,Completed,Kartu Kredit
902810,1241,22,2025-03-05,Completed,Kartu Debit
902811,1457,14,2025-08-07,Cancelled,Tunai
902812,1058,19,2025-02-15,Pending,Kartu Kredit
902813,1068,18,2025-09-02,Completed,E-Wallet
902814,1070,19,2025-12-12,Completed,Tunai
902815,1063,17,2025-04-29,Pending,E-Wallet
902816,1221,15,2025-01-05,Completed,Tunai
902817,1247,21,2025-12-05,Completed,Kartu Kredit
902818,1354,15,2025-09-11,Completed,QRIS
902819,1214,12,2025-11-10,Completed,E-Wallet
902820,1413,18,2025-10-02,Completed,Kartu Debit
902821,1117,22,2025-10-24,Cancelled,Kartu Debit
902822,1304,17,2025-05-14,Pending,E-Wallet
902823,1259,18,2025-11-24,Pending,Kartu Kredit
902824,1455,20,2025-02-09,Completed,QRIS
902825,1429,16,2025-05-27,Cancelled,E-Wallet
902826,1129,22,2025-07-19,Pending,E-Wallet
902827,1043,22,2025-08-16,Completed,Kartu Debit
902828,1427,24,2025-05-13,Completed,QRIS
902829,1128,24,2025-10-20,Pending,QRIS
902830,1184,11,2025-07-20,Completed,Kartu Debit
902831,1001,24,2025-03-29,Completed,Kartu Debit
902832,1197,18,2025-01-22,Pending,Kartu Debit
902833,1185,21,2025-01-07,Completed,Tunai
902834,1225,20,2025-11-10,Completed,Kartu Debit
902835,1442,11,2025-11-26,Cancelled,QRIS
902836,1044,13,2025-09-20,Completed,Kartu Kredit
902837,1022,12,2025-01-27,Pending,Tunai
902838,1320,14,2025-10-06,Completed,Tunai
902839,1455,20,2025-06-17,Pending,QRIS
902840,1457,11,2025-02-20,Completed,QRIS
902841,1373,12,2025-03-17,Cancelled,Kartu Debit
902842,1275,16,2025-08-14,Completed,Kartu Kredit
902843,1275,17,2025-11-24,Cancelled,Kartu Kredit
902844,1092,22,2025-05-30,Cancelled,QRIS
902845,1452,22,2025-07-09,Completed,QRIS
902846,1342,18,2025-10-31,Cancelled,E-Wallet
902847,1413,18,2025-03-28,Pending,Tunai
902848,1398,23,2025-08-24,Pending,Kartu Kredit
902849,1315,19,2025-07-08,Pending,E-Wallet
902850,1350,19,2025-10-31,Completed,QRIS
902851,1004,23,2025-08-29,Cancelled,QRIS
902852,1205,13,2025-06-27,Completed,Kartu Kredit
902853,1379,15,2025-05-23,Cancelled,E-Wallet
902854,1434,23,2025-04-07,Cancelled,QRIS
902855,1472,21,2025-12-27,Completed,QRIS
902856,1129,11,2025-09-09,Completed,Kartu Kredit
902857,1258,22,2025-08-27,Completed,E-Wallet
902858,1033,24,2025-09-27,Pending,Tunai
902859,1384,15,2025-03-13,Completed,QRIS
902860,1439,17,2025-04-22,Completed,QRIS
902861,1083,13,2025-01-28,Completed,Kartu Debit
902862,1347,10,2025-01-23,Completed,QRIS
902863,1273,17,2025-11-25,Cancelled,E-Wallet
902864,1469,23,2025-01-06,Completed,E-Wallet
902865,1341,17,2025-05-11,Completed,E-Wallet
902866,1203,10,2025-02-03,Completed,Kartu Debit
902867,1188,15,2025-08-22,Pending,Kartu Debit
902868,1066,20,2025-04-29,Pending,Kartu Debit
902869,1287,19,2025-10-11,Completed,Tunai
902870,1311,18,2025-02-13,Pending,Tunai
902871,1260,17,2025-04-26,Completed,Kartu Debit
902872,1044,20,2025-08-22,Cancelled,E-Wallet
902873,1021,13,2025-11-17,Cancelled,QRIS
902874,1277,20,2025-06-16,Completed,Kartu Kredit
902875,1121,19,2025-04-04,Completed,QRIS
902876,1182,13,2025-08-23,Pending,Kartu Debit
902877,1173,22,2025-04-23,Cancelled,Kartu Debit
902878,1240,21,2025-09-15,Pending,Tunai
902879,1474,14,2025-01-12,Pending,Kartu Debit
902880,1457,14,2025-02-18,Completed,Kartu Debit
902881,1213,17,2025-02-12,Completed,QRIS
902882,1008,13,2025-05-05,Completed,Kartu Debit
902883,1396,18,2025-10-17,Pending,Kartu Kredit
902884,1117,18,2025-02-21,Completed,Kartu Kredit
902885,1476,24,2025-12-15,Completed,QRIS
902886,1148,13,2025-03-11,Completed,QRIS
902887,1189,19,2025-02-11,Completed,QRIS
902888,1389,17,2025-05-19,Completed,E-Wallet
902889,1195,12,2025-06-11,Completed,E-Wallet
902890,1304,23,2025-01-14,Cancelled,E-Wallet
902891,1127,21,2025-07-25,Cancelled,Tunai
902892,1346,14,2025-05-16,Completed,Kartu Kredit
902893,1427,16,2025-02-25,Cancelled,Kartu Debit
902894,1450,15,2025-10-02,Completed,Kartu Kredit
902895,1099,12,2025-04-10,Completed,Tunai
902896,1322,15,2025-11-27,Completed,Tunai
902897,1414,13,2025-07-04,Completed,Kartu Debit
902898,1248,14,2025-05-27,Completed,Tunai
902899,1448,18,2025-03-11,Completed,Kartu Debit
902900,1335,22,2025-07-14,Completed,Tunai
902901,1434,14,2025-01-13,Completed,E-Wallet
902902,1427,19,2025-04-24,Completed,Kartu Debit
902903,1352,16,2025-01-30,Completed,E-Wallet
902904,1325,19,2025-09-18,Pending,Kartu Debit
902905,1436,17,2025-10-30,Completed,Tunai
902906,1449,11,2025-03-30,Completed,E-Wallet
902907,1349,21,2025-12-04,Completed,Kartu Kredit
902908,1075,24,2025-12-16,Completed,QRIS
902909,1244,16,2025-02-22,Completed,Kartu Kredit
902910,1188,11,2025-02-11,Completed,Tunai
902911,1245,22,2025-11-29,Completed,Kartu Debit
902912,1358,14,2025-04-22,Completed,Kartu Kredit
902913,1312,16,2025-10-24,Completed,QRIS
902914,1100,24,2025-11-18,Cancelled,Kartu Debit
902915,1183,12,2025-01-03,Pending,Tunai
902916,1425,24,2025-04-27,Completed,E-Wallet
902917,1425,24,2025-12-23,Completed,Tunai
902918,1078,12,2025-01-15,Pending,Kartu Kredit
902919,1063,18,2025-10-27,Completed,Kartu Debit
902920,1020,12,2025-05-01,Completed,QRIS
902921,1229,22,2025-11-14,Completed,E-Wallet
902922,1443,10,2025-11-06,Completed,QRIS
902923,1253,20,2025-06-28,Pending,Kartu Kredit
902924,1156,15,2025-01-23,Completed,Tunai
902925,1054,18,2025-03-05,Completed,E-Wallet
902926,1139,22,2025-12-06,Completed,QRIS
902927,1310,23,2025-04-14,Pending,Kartu Debit
902928,1194,17,2025-05-12,Completed,Kartu Kredit
902929,1045,10,2025-07-22,Cancelled,Kartu Kredit
902930,1111,17,2025-08-31,Completed,QRIS
902931,1137,15,2025-12-13,Cancelled,Tunai
902932,1411,18,2025-08-17,Completed,Kartu Kredit
902933,1187,16,2025-09-05,Completed,QRIS
902934,1260,23,2025-10-22,Completed,Tunai
902935,1157,12,2025-06-24,Completed,Kartu Kredit
902936,1371,23,2025-01-01,Completed,Kartu Kredit
902937,1097,12,2025-10-29,Pending,Kartu Debit
902938,1015,21,2025-09-13,Completed,Kartu Kredit
902939,1194,11,2025-05-23,Completed,E-Wallet
902940,1287,17,2025-02-12,Cancelled,Kartu Kredit
902941,1465,15,2025-09-02,Cancelled,Kartu Kredit
902942,1269,12,2025-05-29,Pending,Kartu Kredit
902943,1376,19,2025-09-15,Pending,Kartu Kredit
902944,1325,12,2025-03-11,Completed,E-Wallet
902945,1004,14,2025-05-20,Pending,Kartu Debit
902946,1333,21,2025-07-14,Completed,QRIS
902947,1420,21,2025-06-08,Completed,Kartu Kredit
902948,1129,17,2025-07-21,Completed,Tunai
902949,1160,15,2025-06-14,Completed,QRIS
902950,1240,15,2025-06-03,Cancelled,Kartu Debit
902951,1355,10,2025-08-01,Pending,E-Wallet
902952,1441,16,2025-04-14,Pending,QRIS
902953,1279,21,2025-04-08,Pending,E-Wallet
902954,1261,14,2025-12-09,Completed,Kartu Kredit
902955,1183,12,2025-10-19,Completed,QRIS
902956,1109,15,2025-02-07,Completed,Tunai
902957,1105,22,2025-10-05,Cancelled,Tunai
902958,1073,15,2025-12-16,Completed,QRIS
902959,1057,22,2025-08-10,Completed,Kartu Debit
902960,1146,12,2025-08-09,Pending,Kartu Debit
902961,1223,17,2025-10-17,Cancelled,Tunai
902962,1477,23,2025-09-11,Completed,Tunai
902963,1369,21,2025-12-13,Completed,QRIS
902964,1441,22,2025-07-07,Cancelled,QRIS
902965,1173,16,2025-07-28,Completed,E-Wallet
902966,1028,20,2025-09-11,Completed,Kartu Debit
902967,1144,15,2025-01-08,Cancelled,Tunai
902968,1300,20,2025-10-17,Pending,Kartu Kredit
902969,1155,24,2025-04-14,Completed,QRIS
902970,1330,13,2025-09-08,Completed,Kartu Debit
902971,1159,18,2025-02-24,Completed,Kartu Kredit
902972,1055,15,2025-12-16,Completed,Tunai
902973,1092,17,2025-12-29,Completed,E-Wallet
902974,1051,13,2025-05-11,Completed,E-Wallet
902975,1361,24,2025-10-17,Completed,E-Wallet
902976,1342,24,2025-02-14,Completed,E-Wallet
902977,1482,20,2025-04-06,Completed,QRIS
902978,1449,13,2025-07-20,Completed,Kartu Debit
902979,1354,22,2025-12-29,Completed,QRIS
902980,1260,24,2025-08-17,Pending,Kartu Debit
902981,1341,16,2025-04-19,Cancelled,E-Wallet
902982,1190,18,2025-07-31,Completed,Kartu Kredit
902983,1149,14,2025-08-04,Cancelled,E-Wallet
902984,1498,22,2025-12-10,Completed,Tunai
902985,1161,17,2025-04-15,Completed,QRIS
902986,1211,10,2025-01-22,Cancelled,E-Wallet
902987,1378,14,2025-09-22,Completed,E-Wallet
902988,1498,24,2025-03-07,Completed,QRIS
902989,1249,16,2025-07-31,Completed,Kartu Debit
902990,1158,13,2025-01-30,Completed,Tunai
902991,1388,12,2025-06-09,Cancelled,E-Wallet
902992,1222,20,2025-11-27,Cancelled,Tunai
902993,1256,16,2025-08-23,Cancelled,Tunai
902994,1160,14,2025-07-24,Completed,Kartu Kredit
902995,1266,16,2025-09-16,Completed,Kartu Debit
902996,1093,15,2025-11-21,Completed,E-Wallet
902997,1452,16,2025-10-04,Cancelled,Tunai
902998,1400,20,2025-12-15,Completed,Kartu Debit
902999,1381,16,2025-02-14,Pending,QRIS
903000,1483,19,2025-03-28,Completed,Kartu Debit
903001,1214,22,2025-02-14,Completed,Kartu Debit
903002,1279,10,2025-03-04,Completed,Tunai
903003,1405,24,2025-04-15,Completed,Kartu Kredit
903004,1392,15,2025-04-03,Completed,QRIS
903005,1100,13,2025-07-22,Cancelled,E-Wallet
903006,1091,11,2025-03-27,Completed,QRIS
903007,1018,23,2025-02-27,Completed,Tunai
903008,1295,21,2025-12-19,Completed,QRIS
903009,1328,22,2025-02-10,Completed,Kartu Kredit
903010,1402,23,2025-09-19,Completed,QRIS
903011,1500,20,2025-01-30,Cancelled,Tunai
903012,1005,23,2025-10-07,Cancelled,E-Wallet
903013,1007,10,2025-07-11,Pending,E-Wallet
903014,1387,15,2025-04-06,Cancelled,Kartu Kredit
903015,1149,12,2025-09-28,Cancelled,E-Wallet
903016,1043,16,2025-08-17,Pending,QRIS
903017,1240,22,2025-10-02,Completed,E-Wallet
903018,1154,11,2025-09-05,Cancelled,Kartu Debit
903019,1406,13,2025-02-09,Pending,Tunai
903020,1133,18,2025-06-13,Completed,Tunai
903021,1252,10,2025-01-04,Pending,E-Wallet
903022,1338,14,2025-01-21,Completed,Tunai
903023,1233,20,2025-11-01,Completed,E-Wallet
903024,1121,12,2025-01-06,Completed,QRIS
903025,1099,14,2025-01-15,Completed,E-Wallet
903026,1346,17,2025-11-23,Cancelled,Kartu Debit
903027,1488,13,2025-11-19,Cancelled,QRIS
903028,1310,10,2025-06-07,Cancelled,Kartu Debit
903029,1206,17,2025-08-13,Completed,QRIS
903030,1478,24,2025-09-05,Completed,QRIS
903031,1180,13,2025-06-06,Completed,Tunai
903032,1031,19,2025-06-30,Cancelled,Tunai
903033,1185,21,2025-09-15,Completed,E-Wallet
903034,1131,10,2025-11-10,Completed,Tunai
903035,1286,13,2025-06-13,Cancelled,Kartu Kredit
903036,1086,22,2025-03-21,Completed,E-Wallet
903037,1437,11,2025-07-30,Completed,E-Wallet
903038,1048,15,2025-07-23,Cancelled,E-Wallet
903039,1271,18,2025-08-03,Completed,E-Wallet
903040,1410,21,2025-03-02,Cancelled,Kartu Debit
903041,1240,15,2025-05-16,Pending,Kartu Debit
903042,1092,23,2025-11-17,Completed,Kartu Kredit
903043,1466,16,2025-05-20,Completed,Tunai
903044,1450,18,2025-08-15,Completed,Kartu Debit
903045,1438,10,2025-02-01,Completed,Kartu Debit
903046,1334,11,2025-09-28,Completed,Kartu Debit
903047,1167,21,2025-04-11,Completed,QRIS
903048,1326,11,2025-05-18,Cancelled,Kartu Kredit
903049,1303,16,2025-02-28,Cancelled,QRIS
903050,1408,11,2025-09-23,Completed,Tunai
903051,1040,23,2025-05-17,Completed,QRIS
903052,1042,16,2025-01-23,Completed,Kartu Debit
903053,1476,22,2025-11-14,Pending,Kartu Kredit
903054,1436,17,2025-11-13,Completed,Kartu Kredit
903055,1201,10,2025-11-25,Completed,E-Wallet
903056,1475,23,2025-06-14,Cancelled,Tunai
903057,1245,19,2025-08-29,Cancelled,Tunai
903058,1275,11,2025-06-12,Completed,Kartu Debit
903059,1448,12,2025-09-29,Completed,Tunai
903060,1202,10,2025-09-06,Completed,QRIS
903061,1340,12,2025-07-14,Completed,Kartu Debit
903062,1067,23,2025-05-23,Completed,Tunai
903063,1411,14,2025-11-25,Completed,Kartu Kredit
903064,1115,17,2025-05-10,Pending,Kartu Debit
903065,1382,18,2025-05-29,Completed,Kartu Kredit
903066,1352,22,2025-08-08,Completed,E-Wallet
903067,1487,24,2025-10-16,Pending,QRIS
903068,1225,10,2025-01-31,Pending,Kartu Debit
903069,1482,12,2025-05-25,Completed,Kartu Kredit
903070,1171,12,2025-11-11,Completed,Kartu Kredit
903071,1383,12,2025-01-12,Completed,QRIS
903072,1092,20,2025-07-15,Completed,Tunai
903073,1489,19,2025-02-03,Completed,QRIS
903074,1155,13,2025-08-03,Cancelled,Kartu Kredit
903075,1323,19,2025-04-12,Completed,E-Wallet
903076,1371,24,2025-07-31,Completed,Kartu Kredit
903077,1030,13,2025-05-09,Pending,QRIS
903078,1191,13,2025-05-01,Completed,Tunai
903079,1173,21,2025-01-15,Completed,QRIS
903080,1226,14,2025-02-24,Completed,QRIS
903081,1288,13,2025-05-11,Cancelled,E-Wallet
903082,1471,12,2025-06-26,Completed,QRIS
903083,1394,11,2025-03-24,Completed,Tunai
903084,1044,19,2025-12-09,Cancelled,Tunai
903085,1362,21,2025-10-26,Completed,Kartu Debit
903086,1447,12,2025-09-27,Completed,Kartu Kredit
903087,1155,16,2025-08-20,Completed,Tunai
903088,1381,12,2025-09-15,Cancelled,QRIS
903089,1040,17,2025-09-05,Cancelled,QRIS
903090,1250,19,2025-11-13,Completed,QRIS
903091,1342,23,2025-04-14,Completed,Tunai
903092,1261,11,2025-06-27,Completed,Kartu Kredit
903093,1213,20,2025-08-02,Completed,Kartu Kredit
903094,1175,19,2025-07-09,Completed,QRIS
903095,1477,11,2025-09-19,Completed,Kartu Debit
903096,1457,14,2025-10-13,Cancelled,Kartu Kredit
903097,1027,14,2025-12-29,Completed,Kartu Kredit
903098,1470,21,2025-01-06,Completed,Kartu Kredit
903099,1429,18,2025-07-05,Cancelled,Kartu Debit
903100,1007,16,2025-04-07,Completed,Kartu Kredit
903101,1410,11,2025-01-01,Completed,QRIS
903102,1105,10,2025-04-22,Completed,Kartu Debit
903103,1042,11,2025-10-13,Pending,E-Wallet
903104,1432,16,2025-12-11,Cancelled,Tunai
903105,1448,11,2025-12-30,Completed,QRIS
903106,1481,13,2025-11-23,Completed,Kartu Kredit
903107,1168,19,2025-09-21,Completed,Kartu Debit
903108,1252,19,2025-01-26,Cancelled,E-Wallet
903109,1176,12,2025-12-19,Completed,Kartu Debit
903110,1234,22,2025-02-04,Completed,Kartu Kredit
903111,1410,21,2025-11-03,Pending,E-Wallet
903112,1372,11,2025-07-29,Completed,Kartu Kredit
903113,1337,14,2025-12-29,Pending,QRIS
903114,1098,20,2025-05-12,Cancelled,Kartu Debit
903115,1009,22,2025-01-18,Cancelled,Tunai
903116,1369,16,2025-08-16,Pending,E-Wallet
903117,1187,24,2025-10-30,Completed,Kartu Kredit
903118,1146,11,2025-03-20,Cancelled,Kartu Kredit
903119,1397,15,2025-12-10,Completed,Kartu Kredit
903120,1022,24,2025-08-13,Completed,QRIS
903121,1482,18,2025-02-21,Completed,E-Wallet
903122,1203,23,2025-09-02,Completed,E-Wallet
903123,1328,11,2025-10-24,Cancelled,QRIS
903124,1251,17,2025-01-18,Completed,Kartu Debit
903125,1139,16,2025-10-09,Cancelled,Tunai
903126,1170,13,2025-02-18,Completed,Tunai
903127,1399,18,2025-01-25,Cancelled,QRIS
903128,1037,24,2025-10-24,Cancelled,QRIS
903129,1481,15,2025-05-12,Completed,Kartu Kredit
903130,1386,19,2025-04-29,Pending,QRIS
903131,1065,24,2025-12-05,Pending,Kartu Debit
903132,1101,22,2025-06-30,Pending,Kartu Debit
903133,1296,14,2025-02-02,Completed,Kartu Debit
903134,1240,16,2025-08-09,Completed,Kartu Kredit
903135,1429,11,2025-04-14,Completed,QRIS
903136,1149,20,2025-12-25,Cancelled,E-Wallet
903137,1209,13,2025-03-24,Cancelled,Tunai
903138,1198,22,2025-07-15,Completed,Tunai
903139,1283,15,2025-03-02,Completed,E-Wallet
903140,1029,15,2025-08-13,Completed,Kartu Kredit
903141,1031,24,2025-03-21,Pending,Kartu Kredit
903142,1429,10,2025-04-18,Completed,QRIS
903143,1175,22,2025-08-27,Completed,E-Wallet
903144,1183,22,2025-04-01,Completed,Kartu Kredit
903145,1486,19,2025-10-21,Completed,QRIS
903146,1220,14,2025-08-04,Completed,QRIS
903147,1035,23,2025-10-26,Completed,Kartu Debit
903148,1193,13,2025-12-19,Completed,E-Wallet
903149,1327,12,2025-07-26,Completed,Tunai
903150,1200,22,2025-03-24,Cancelled,Tunai
903151,1285,15,2025-11-30,Completed,Kartu Kredit
903152,1144,11,2025-12-31,Completed,E-Wallet
903153,1124,20,2025-10-24,Completed,QRIS
903154,1119,15,2025-07-25,Completed,QRIS
903155,1168,20,2025-06-05,Pending,QRIS
903156,1258,19,2025-08-12,Cancelled,E-Wallet
903157,1407,15,2025-01-31,Pending,Kartu Kredit
903158,1492,20,2025-04-18,Completed,Kartu Kredit
903159,1406,20,2025-11-24,Completed,Kartu Kredit
903160,1053,17,2025-03-22,Cancelled,Kartu Kredit
903161,1208,14,2025-11-08,Completed,Tunai
903162,1123,14,2025-11-30,Cancelled,E-Wallet
903163,1487,21,2025-02-20,Completed,Kartu Kredit
903164,1186,23,2025-06-12,Completed,QRIS
903165,1459,19,2025-06-30,Completed,QRIS
903166,1041,10,2025-07-15,Cancelled,Kartu Kredit
903167,1094,23,2025-07-19,Completed,Kartu Debit
903168,1422,21,2025-07-14,Completed,Kartu Debit
903169,1448,24,2025-04-24,Completed,QRIS
